   2.0064878320196436e-01   1.7875800321403354e-01  -1.2324616772767216e-01
   1.5491982977240182e+00   9.1741189223975050e-01   6.4379313991785303e-01
  -1.0522593519875223e-16   8.1375105651002257e-18   9.7088424633652013e-17
   9.1779267730362489e-17  -1.3801783288923089e-16   4.6238565158868365e-17
  -1.8225260038750512e-32   2.0360869008208133e-32  -1.1652615461178594e-33
  -1.3094077402601752e-16   2.0135956145262194e-16  -1.2272652981694909e-17
  -5.6035781173413454e-17  -1.4459242486347281e-16   1.4195506756759835e-16
   7.7123604145257235e-33   1.1771633420119896e+00  -1.0329478624595890e-32
  -6.9990410150189855e-32   7.8191782716340119e-32  -4.4749503366002312e-33
   2.9617754012345530e-32   4.5206567668175710e+00  -3.9668265036324296e-32
   0.0000000000000000e+00   0.0000000000000000e+00   3.8402969286241393e+00
